AQCC,Name,X,Y,date,pm25,pm10,o3,no2,so2,co
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/10/2023,58,74,,102,8,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/11/2023,64,61,,102,9,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/12/2023,60,43,,97,8,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/13/2023,45,46,,84,6,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/14/2023,33,31,,76,5,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/15/2023,23,41,,106,7,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/16/2023,58,45,,106,9,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/17/2023,55,54,,111,11,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/18/2023,63,60,51,106,10,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/19/2023,59,60,54,92,10,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/20/2023,56,52,55,82,10,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/21/2023,50,51,55,92,8,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/22/2023,52,55,,52,7,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/23/2023,47,48,,59,7,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/24/2023,50,50,,70,10,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/25/2023,49,39,51,61,8,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/26/2023,45,33,51,100,7,10
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/27/2023,36,50,64,88,9,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/28/2023,53,49,64,85,8,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/29/2023,48,45,,87,7,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,4/30/2023,39,,,54,8,10
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/1/2023,41,,,54,7,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/2/2023,41,,,75,6,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/3/2023,33,35,,68,6,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/4/2023,35,31,,60,5,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/5/2023,29,29,52,67,14,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/6/2023,38,44,60,126,16,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/7/2023,55,44,60,105,8,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/8/2023,47,54,,62,11,11
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/9/2023,51,61,,53,14,10
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/10/2023,66,52,65,80,9,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/11/2023,55,45,65,101,7,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/12/2023,57,40,62,102,8,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/13/2023,51,53,,78,9,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/14/2023,52,89,,72,8,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/15/2023,80,64,,73,6,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/16/2023,61,51,,73,7,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/17/2023,55,47,50,99,9,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/18/2023,65,53,57,90,11,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/19/2023,59,53,57,100,10,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/20/2023,56,54,57,69,5,8
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/21/2023,58,42,57,87,6,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/22/2023,55,57,57,85,6,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/23/2023,62,63,79,90,7,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/24/2023,64,59,79,109,7,14
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/25/2023,66,57,,89,7,12
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/26/2023,56,47,,106,6,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/27/2023,58,55,,104,7,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/28/2023,58,73,,103,7,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,5/29/2023,71,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/11/2023,54,55,83,102,9,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/12/2023,61,65,74,105,9,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/13/2023,87,62,68,103,9,8
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/14/2023,72,57,72,102,7,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/15/2023,61,56,81,102,8,14
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/16/2023,57,53,81,98,7,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/17/2023,63,49,65,103,6,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/19/2023,55,65,81,111,8,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/20/2023,66,60,93,109,8,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/21/2023,69,44,103,107,8,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/22/2023,50,54,103,117,10,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/23/2023,61,76,81,128,9,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/24/2023,70,87,77,103,8,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/25/2023,82,85,77,104,7,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/26/2023,91,80,105,107,11,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/27/2023,79,72,,115,11,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/28/2023,77,62,,118,10,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/29/2023,73,59,,115,10,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,6/30/2023,70,55,,109,11,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/9/2023,26,21,,48,5,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/10/2023,34,36,,55,8,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/11/2023,61,36,,58,9,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/12/2023,59,35,,93,13,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/13/2023,69,78,,104,16,33
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/14/2023,139,76,,98,11,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/15/2023,128,68,,85,10,32
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/16/2023,122,75,,73,14,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/17/2023,64,80,,93,22,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/18/2023,76,71,,98,25,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/19/2023,69,74,,104,17,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/20/2023,60,66,,87,15,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/21/2023,57,63,,71,14,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/22/2023,43,77,,75,20,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/23/2023,63,73,,59,9,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/24/2023,54,71,,80,9,31
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/25/2023,63,81,,101,9,33
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/26/2023,86,68,,100,16,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/27/2023,75,56,,95,21,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/28/2023,62,60,,102,19,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/1/2023,67,59,,103,23,14
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/2/2023,72,58,,98,19,14
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/3/2023,66,58,,89,13,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/4/2023,61,61,,81,9,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/5/2023,64,56,,96,13,14
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/6/2023,52,61,,99,14,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/7/2023,60,51,,77,9,34
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/8/2023,60,40,,86,6,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/9/2023,54,39,,71,7,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/10/2023,46,48,50,88,8,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/11/2023,58,56,57,103,11,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/12/2023,74,61,57,109,11,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/13/2023,75,50,,103,9,29
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/14/2023,56,58,,95,9,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/15/2023,87,39,,85,6,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/16/2023,43,44,,102,7,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/17/2023,45,35,54,88,6,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/18/2023,44,43,54,91,7,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/19/2023,48,31,50,98,7,11
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/20/2023,34,28,,77,5,7
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/21/2023,26,24,,62,5,10
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/22/2023,26,22,,72,6,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/23/2023,45,28,,73,15,12
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/24/2023,62,46,,91,17,29
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/25/2023,80,55,57,105,40,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/26/2023,92,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/28/2023,41,36,,85,14,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/29/2023,51,31,,98,6,11
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/30/2023,32,31,,90,16,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,3/31/2023,21,29,55,80,9,5
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/1/2020,85,39,11,48,4,7
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/2/2020,62,44,12,50,9,9
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/3/2020,73,38,12,41,4,2
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/4/2020,68,20,13,40,3,4
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/5/2020,45,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/12/2020,72,61,5,64,8,7
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/13/2020,89,48,4,48,5,8
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/14/2020,85,52,3,49,4,9
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,1/15/2020,93,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/8/2020,52,42,31,23,2,11
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/9/2020,41,34,21,30,2,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/10/2020,39,16,32,27,4,11
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/11/2020,32,29,11,49,4,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,2/12/2020,60,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/1/2019,59,53,42,56,7,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/2/2019,60,49,35,65,7,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/3/2019,70,49,49,59,6,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/4/2019,112,43,29,53,5,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/5/2019,64,46,22,62,7,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/6/2019,55,52,29,56,5,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/7/2019,61,54,28,54,6,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/8/2019,65,46,26,48,5,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/9/2019,56,48,36,47,5,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/10/2019,58,40,36,44,5,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/11/2019,47,50,33,58,8,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/12/2019,61,56,16,64,6,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/13/2019,66,48,22,50,6,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/14/2019,46,52,33,53,6,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/15/2019,51,55,31,61,6,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/16/2019,60,46,41,51,6,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/17/2019,46,42,40,49,6,14
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/18/2019,45,43,41,47,6,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/19/2019,47,50,20,57,6,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/20/2019,56,38,23,45,5,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/21/2019,50,31,3,43,4,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/22/2019,44,37,7,53,3,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/23/2019,47,43,23,47,4,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/24/2019,52,25,9,36,4,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/25/2019,34,38,2,41,4,28
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/26/2019,49,35,18,37,4,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/27/2019,46,24,12,32,4,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/28/2019,35,20,20,37,4,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/29/2019,28,33,14,43,4,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/30/2019,42,28,16,46,4,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,10/31/2019,43,35,21,40,3,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/1/2019,44,36,23,47,5,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/2/2019,44,35,18,47,5,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/3/2019,50,35,11,47,6,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/4/2019,52,55,11,63,6,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/5/2019,73,66,18,62,8,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/6/2019,80,66,20,66,6,29
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/7/2019,80,58,27,58,7,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/8/2019,72,53,17,60,7,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/9/2019,62,48,15,69,8,28
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/10/2019,57,61,12,71,8,33
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/11/2019,75,58,15,70,6,36
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/12/2019,64,53,12,66,8,32
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/13/2019,61,72,12,77,10,37
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/14/2019,85,50,22,44,6,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/15/2019,57,17,13,26,4,14
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/16/2019,29,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/19/2019,73,28,2,39,4,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/20/2019,59,49,10,49,5,41
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/21/2019,64,46,5,38,4,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/22/2019,56,55,5,41,6,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/23/2019,75,51,1,41,6,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/24/2019,73,55,2,48,7,8
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/25/2019,73,56,3,61,7,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/26/2019,76,72,5,77,9,35
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/27/2019,105,89,3,81,10,38
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/28/2019,123,68,8,60,8,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/29/2019,90,59,8,54,6,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,11/30/2019,84,47,8,69,8,32
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/1/2019,69,71,5,79,8,40
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/2/2019,104,31,4,46,5,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/3/2019,44,29,6,51,3,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/4/2019,48,56,7,65,4,30
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/5/2019,74,50,15,51,5,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/6/2019,62,29,10,45,4,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/7/2019,44,15,21,35,3,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/8/2019,37,23,15,45,4,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/9/2019,44,40,7,60,5,29
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/10/2019,57,40,5,52,5,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/11/2019,54,42,6,52,5,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/12/2019,61,55,4,52,5,28
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/13/2019,80,65,4,69,6,32
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/14/2019,93,77,4,76,6,42
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/15/2019,111,76,7,73,7,36
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/16/2019,105,55,8,48,5,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/17/2019,76,44,5,,3,32
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/18/2019,57,53,4,,3,42
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/19/2019,66,58,5,,3,48
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/20/2019,74,66,5,,4,48
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/21/2019,86,72,5,,6,42
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/22/2019,99,72,5,,4,45
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/23/2019,101,79,5,,4,51
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/24/2019,109,61,5,,5,35
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/25/2019,82,69,4,,4,48
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/26/2019,103,45,16,,4,33
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/27/2019,71,25,14,43,3,14
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/28/2019,45,39,7,45,4,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,12/29/2019,52,,,,,
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/1/2019,96,64,51,47,6,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/2/2019,86,62,68,38,7,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/3/2019,85,66,117,41,5,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/4/2019,99,56,119,40,6,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/5/2019,88,58,39,42,6,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/6/2019,87,55,40,38,5,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/7/2019,66,58,68,45,6,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/8/2019,69,56,80,45,6,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/9/2019,67,67,42,49,5,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/10/2019,80,59,58,36,6,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/11/2019,71,52,43,25,5,13
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/12/2019,63,54,67,36,6,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/13/2019,69,53,83,41,5,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/14/2019,71,64,62,40,6,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/15/2019,67,45,34,28,4,15
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/16/2019,53,42,37,30,4,16
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/17/2019,51,39,58,36,5,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/18/2019,51,36,94,36,5,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/19/2019,41,43,99,47,6,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/20/2019,48,52,45,39,6,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/21/2019,56,45,35,34,4,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/22/2019,46,33,66,30,4,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/23/2019,39,40,110,45,5,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/24/2019,44,41,140,46,6,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/25/2019,52,46,108,47,7,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/26/2019,53,47,41,34,4,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/27/2019,50,40,40,37,3,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/28/2019,49,50,79,42,5,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/29/2019,56,39,99,56,5,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/30/2019,51,45,158,54,6,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,7/31/2019,62,46,164,58,6,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/1/2019,63,38,50,38,5,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/2/2019,45,45,79,53,4,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/3/2019,56,54,171,53,5,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/4/2019,74,53,163,59,5,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/5/2019,70,61,143,65,5,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/6/2019,76,58,74,55,6,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/7/2019,65,54,83,40,5,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/8/2019,64,52,95,39,5,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/9/2019,55,58,97,51,6,26
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/10/2019,56,58,96,50,6,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/11/2019,68,52,120,46,5,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/12/2019,53,47,102,47,5,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/13/2019,54,51,87,42,7,17
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/14/2019,56,49,112,49,5,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/15/2019,51,44,116,51,5,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/16/2019,50,32,79,53,6,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/17/2019,42,36,71,51,6,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/18/2019,54,41,90,55,7,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/19/2019,63,41,104,53,6,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/20/2019,63,50,92,60,6,24
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/21/2019,57,44,90,52,6,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/22/2019,52,39,79,42,6,18
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/23/2019,41,38,61,48,5,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/24/2019,48,47,87,52,6,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/25/2019,54,46,58,65,7,27
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/26/2019,55,49,41,60,8,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/27/2019,56,42,55,53,7,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/28/2019,56,51,102,50,5,21
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/29/2019,54,46,84,52,6,22
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/30/2019,57,42,55,49,6,19
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,8/31/2019,47,46,47,43,5,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/1/2019,65,47,56,56,6,23
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/2/2019,71,53,74,49,8,20
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/3/2019,70,55,64,50,7,25
1,"Tehran Aghdasyeh, Iran",543825.0001,3961881,9/4/2019,67,43,83,51,6,25
